"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"sphalerite",115033008,,"noun.substance",27,"n","blende#1(blende%1:27:00::),zinc blende#1(zinc_blende%1:27:00::),sphalerite#1(sphalerite%1:27:00::)","an ore that is the chief source of zinc; consists largely of zinc sulfide in crystalline form","","blende,zinc blende,sphalerite",1,16,"substance meronym",114577884,"noun.substance",27,"n","atomic number 49#1(atomic_number_49%1:27:00::),indium#1(indium%1:27:00::),In#2(in%1:27:00::)","a rare soft silvery metallic element; occurs in small quantities in sphalerite","","atomic number 49,indium,In"
"fauna",100015568,,"noun.tops",3,"n","creature#1(creature%1:03:00::),animate being#1(animate_being%1:03:00::),animal#1(animal%1:03:00::),beast#1(beast%1:03:00::),fauna#2(fauna%1:03:00::),brute#2(brute%1:03:00::)","a living organism characterized by voluntary movement","","creature,animate being,animal,beast,fauna,brute",2,16,"substance meronym",105199177,"noun.body",8,"n","animal tissue#1(animal_tissue%1:08:00::)","the tissue in the bodies of animals","","animal tissue"
"coconut",107703558,1,"noun.food",13,"n","cocoanut#1(cocoanut%1:13:00::),coconut#2(coconut%1:13:00::)","large hard-shelled oval nut with a fibrous husk containing thick white meat surrounding a central cavity filled (when fresh) with fluid or milk","","cocoanut,coconut",2,16,"substance meronym",107703861,"noun.food",13,"n","coconut meat#1(coconut_meat%1:13:00::),coconut#1(coconut%1:13:02::)","the edible white meat of a coconut; often shredded for use in e.g. cakes and curries","","coconut meat,coconut"
"saltwater",114935470,1,"noun.substance",27,"n","brine#1(brine%1:27:00::),seawater#1(seawater%1:27:00::),saltwater#1(saltwater%1:27:00::)","water containing salts","the water in the ocean is all saltwater","brine,seawater,saltwater",1,16,"substance meronym",114935815,"noun.substance",27,"n","evaporite#1(evaporite%1:27:00::)","the sediment that is left after the evaporation of seawater","","evaporite"
"brine",114935470,,"noun.substance",27,"n","brine#1(brine%1:27:00::),seawater#1(seawater%1:27:00::),saltwater#1(saltwater%1:27:00::)","water containing salts","the water in the ocean is all saltwater","brine,seawater,saltwater",1,16,"substance meronym",114935815,"noun.substance",27,"n","evaporite#1(evaporite%1:27:00::)","the sediment that is left after the evaporation of seawater","","evaporite"
"guaiacum officinale",112657551,,"noun.plant",20,"n","Guaiacum officinale#1(guaiacum_officinale%1:20:00::),lignum vitae#2(lignum_vitae%1:20:00::)","small evergreen tree of Caribbean and southern Central America to northern South America; a source of lignum vitae wood, hardest of commercial timbers, and a medicinal resin","","Guaiacum officinale,lignum vitae",1,16,"substance meronym",112658248,"noun.plant",20,"n","guaiacum#1(guaiacum%1:20:03::)","medicinal resin from the lignum vitae tree","","guaiacum"
"benniseed",107758033,,"noun.food",13,"n","sesame seed#1(sesame_seed%1:13:00::),benniseed#1(benniseed%1:13:00::)","small oval seeds of the sesame plant","","sesame seed,benniseed",1,16,"substance meronym",107605548,"noun.food",13,"n","sesame oil#1(sesame_oil%1:13:00::)","oil obtained from sesame seeds","","sesame oil"
"crudites",107638904,,"noun.food",13,"n","crudites#1(crudites%1:13:00::)","raw vegetables cut into bite-sized strips and served with a dip","","crudites",1,16,"substance meronym",107638790,"noun.food",13,"n","raw vegetable#1(raw_vegetable%1:13:00::),rabbit food#1(rabbit_food%1:13:00::)","an uncooked vegetable","","raw vegetable,rabbit food"
"boxwood",112681586,,"noun.plant",20,"n","boxwood#2(boxwood%1:20:00::),box#6(box%1:20:00::)","evergreen shrubs or small trees","","boxwood,box",2,16,"substance meronym",112681954,"noun.plant",20,"n","Turkish boxwood#1(turkish_boxwood%1:20:00::),boxwood#1(boxwood%1:20:02::)","very hard tough close-grained light yellow wood of the box (particularly the common box); used in delicate woodwork: musical instruments and inlays and engraving blocks","","Turkish boxwood,boxwood"
"pterocarpus marsupium",112501123,,"noun.plant",20,"n","Pterocarpus marsupium#1(pterocarpus_marsupium%1:20:00::),kino#2(kino%1:20:01::)","East Indian tree yielding a resin or extract often used medicinally and in e.g. tanning","","Pterocarpus marsupium,kino",1,16,"substance meronym",112501323,"noun.plant",20,"n","East India kino#1(east_india_kino%1:20:00::),Malabar kino#1(malabar_kino%1:20:00::),kino gum#2(kino_gum%1:20:00::)","reddish or black juice or resin from certain trees of the genus Pterocarpus and used in medicine and tanning etc","","East India kino,Malabar kino,kino gum"
"emery",114610768,,"noun.substance",27,"n","emery#1(emery%1:27:00::)","a hard grey-black mineral consisting of corundum and either hematite or magnetite; used as an abrasive (especially as a coating on paper)","","emery",1,16,"substance meronym",114834598,"noun.substance",27,"n","hematite#1(hematite%1:27:00::),haematite#1(haematite%1:27:00::)","the principal form of iron ore; consists of ferric oxide in crystalline form; occurs in a red earthy form","","hematite,haematite"
"scheelite",114947093,,"noun.substance",27,"n","scheelite#1(scheelite%1:27:00::)","a mineral used as an ore of tungsten","","scheelite",1,16,"substance meronym",114596174,"noun.substance",27,"n","atomic number 74#1(atomic_number_74%1:27:00::),tungsten#1(tungsten%1:27:00::),wolfram#1(wolfram%1:27:00::),W#1(w%1:27:00::)","a heavy grey-white metallic element; the pure form is used mainly in electrical applications; it is found in several ores including wolframite and scheelite","","atomic number 74,tungsten,wolfram,W"
"gin and tonic",107845989,,"noun.food",13,"n","gin and tonic#1(gin_and_tonic%1:13:00::)","gin and quinine water","","gin and tonic",1,16,"substance meronym",107860067,"noun.food",13,"n","quinine water#1(quinine_water%1:13:00::),tonic water#1(tonic_water%1:13:00::),tonic#1(tonic%1:13:02::)","lime- or lemon-flavored carbonated water containing quinine","","quinine water,tonic water,tonic"
"kingwood tree",112458352,,"noun.plant",20,"n","Dalbergia cearensis#1(dalbergia_cearensis%1:20:00::),kingwood tree#1(kingwood_tree%1:20:00::),kingwood#2(kingwood%1:20:00::)","Brazilian tree yielding a handsome cabinet wood","","Dalbergia cearensis,kingwood tree,kingwood",1,16,"substance meronym",112458530,"noun.plant",20,"n","kingwood#1(kingwood%1:20:02::)","handsome violet-streaked wood of the kingwood tree; used especially in cabinetwork","","kingwood"
"rapeseed",111815070,,"noun.plant",20,"n","rapeseed#1(rapeseed%1:20:00::)","seed of rape plants; source of an edible oil","","rapeseed",1,16,"substance meronym",111815207,"noun.plant",20,"n","colza oil#1(colza_oil%1:20:00::),rapeseed oil#1(rapeseed_oil%1:20:00::),rape oil#1(rape_oil%1:20:00::)","edible light yellow to brown oil from rapeseed used also as a lubricant or illuminant","","colza oil,rapeseed oil,rape oil"
"linseed oil",115011466,,"noun.substance",27,"n","linseed oil#1(linseed_oil%1:27:00::),flaxseed oil#1(flaxseed_oil%1:27:00::)","a drying oil extracted from flax seed and used in making such things as oil paints","","linseed oil,flaxseed oil",1,16,"substance meronym",114865645,"noun.substance",27,"n","linolic acid#1(linolic_acid%1:27:00::),linoleic acid#1(linoleic_acid%1:27:00::)","a liquid polyunsaturated fatty acid abundant in plant fats and oils; a fatty acid essential for nutrition; used to make soap","","linolic acid,linoleic acid"
"realgar",114631535,,"noun.substance",27,"n","realgar#1(realgar%1:27:00::)","a rare soft orange mineral consisting of arsenic sulphide; an important ore of arsenic","","realgar",1,16,"substance meronym",114565810,"noun.substance",27,"n","As#1(as%1:27:00::),atomic number 33#1(atomic_number_33%1:27:00::),arsenic#2(arsenic%1:27:00::)","a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar","","As,atomic number 33,arsenic"
"insect powder",114848372,,"noun.substance",27,"n","insecticide#1(insecticide%1:27:00::),insect powder#1(insect_powder%1:27:00::)","a chemical used to kill insects","","insecticide,insect powder",1,16,"substance meronym",114565810,"noun.substance",27,"n","As#1(as%1:27:00::),atomic number 33#1(atomic_number_33%1:27:00::),arsenic#2(arsenic%1:27:00::)","a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar","","As,atomic number 33,arsenic"
"cushioning",103824721,1,"noun.artifact",6,"n","padding#1(padding%1:06:00::),cushioning#1(cushioning%1:06:00::)","artifact consisting of soft or resilient material used to fill or give shape or protect or add comfort","","padding,cushioning",1,16,"substance meronym",114853961,"noun.substance",27,"n","kapok#1(kapok%1:27:00::),vegetable silk#1(vegetable_silk%1:27:00::),silk cotton#1(silk_cotton%1:27:00::)","a plant fiber from the kapok tree; used for stuffing and insulation","","kapok,vegetable silk,silk cotton"
"red sandalwood",112501542,,"noun.plant",20,"n","Pterocarpus santalinus#1(pterocarpus_santalinus%1:20:00::),red sanders#1(red_sanders%1:20:00::),red saunders#1(red_saunders%1:20:00::),red sanderswood#1(red_sanderswood%1:20:00::),red sandalwood#2(red_sandalwood%1:20:01::)","tree of India and East Indies yielding a hard fragrant timber prized for cabinetwork and dark red heartwood used as a dyewood","","Pterocarpus santalinus,red sanders,red saunders,red sanderswood,red sandalwood",2,16,"substance meronym",112501838,"noun.plant",20,"n","ruby wood#1(ruby_wood%1:20:00::),red sandalwood#1(red_sandalwood%1:20:03::)","hard durable wood of red sandalwood trees (Pterocarpus santalinus); prized for cabinetwork","","ruby wood,red sandalwood"
"pterocarpus santalinus",112501542,,"noun.plant",20,"n","Pterocarpus santalinus#1(pterocarpus_santalinus%1:20:00::),red sanders#1(red_sanders%1:20:00::),red saunders#1(red_saunders%1:20:00::),red sanderswood#1(red_sanderswood%1:20:00::),red sandalwood#2(red_sandalwood%1:20:01::)","tree of India and East Indies yielding a hard fragrant timber prized for cabinetwork and dark red heartwood used as a dyewood","","Pterocarpus santalinus,red sanders,red saunders,red sanderswood,red sandalwood",1,16,"substance meronym",112501838,"noun.plant",20,"n","ruby wood#1(ruby_wood%1:20:00::),red sandalwood#1(red_sandalwood%1:20:03::)","hard durable wood of red sandalwood trees (Pterocarpus santalinus); prized for cabinetwork","","ruby wood,red sandalwood"
"sylvine",114991598,,"noun.substance",27,"n","sylvite#1(sylvite%1:27:00::),sylvine#1(sylvine%1:27:00::)","a mineral consisting of native potassium chloride; an important ore of potassium that is found in sedimentary beds","","sylvite,sylvine",1,16,"substance meronym",114587469,"noun.substance",27,"n","atomic number 19#1(atomic_number_19%1:27:00::),potassium#1(potassium%1:27:00::),K#2(k%1:27:00::)","a light soft silver-white metallic element of the alkali metal group; oxidizes rapidly in air and reacts violently with water; is abundant in nature in combined forms occurring in sea water and in carnallite and kainite and sylvite","","atomic number 19,potassium,K"
"tolu tree",112486384,,"noun.plant",20,"n","Myroxylon balsamum#1(myroxylon_balsamum%1:20:00::),tolu tree#1(tolu_tree%1:20:00::),tolu balsam tree#1(tolu_balsam_tree%1:20:00::),Myroxylon toluiferum#1(myroxylon_toluiferum%1:20:00::)","medium-sized tropical American tree yielding tolu balsam and a fragrant hard wood used for high-grade furniture and cabinetwork","","Myroxylon balsamum,tolu tree,tolu balsam tree,Myroxylon toluiferum",1,16,"substance meronym",112486880,"noun.plant",20,"n","balsam of tolu#1(balsam_of_tolu%1:20:00::),tolu balsam#1(tolu_balsam%1:20:00::),tolu#1(tolu%1:20:00::)","aromatic yellowish brown balsam from the tolu balsam tree used especially in cough syrups","","balsam of tolu,tolu balsam,tolu"
"cedar tree",111565174,,"noun.plant",20,"n","cedar tree#1(cedar_tree%1:20:02::),cedar#1(cedar%1:20:02::)","any of numerous trees of the family Cupressaceae that resemble cedars","","cedar tree,cedar",1,16,"substance meronym",111558461,"noun.plant",20,"n","cedarwood#1(cedarwood%1:20:00::),cedar#2(cedar%1:20:03::)","durable aromatic wood of any of numerous cedar trees; especially wood of the red cedar often used for cedar chests","","cedarwood,cedar"
"mucous secretion",105346868,,"noun.body",8,"n","mucus#1(mucus%1:08:00::),mucous secretion#1(mucous_secretion%1:08:00::)","protective secretion of the mucous membranes; in the gut it lubricates the passage of food and protects the epithelial cells; in the nose and throat and lungs it can make it difficult for bacteria to penetrate the body through the epithelium","","mucus,mucous secretion",1,16,"substance meronym",114666757,"noun.substance",27,"n","mucin#1(mucin%1:27:00::)","a nitrogenous substance found in mucous secretions; a lubricant that protects body surfaces","","mucin"
"gastric juice",105337601,,"noun.body",8,"n","gastric juice#1(gastric_juice%1:08:00::),gastric acid#1(gastric_acid%1:08:00::)","digestive secretions of the stomach glands consisting chiefly of hydrochloric acid and mucin and the enzymes pepsin and rennin and lipase","","gastric juice,gastric acid",1,16,"substance meronym",114930940,"noun.substance",27,"n","rennin#1(rennin%1:27:00::),chymosin#1(chymosin%1:27:00::)","an enzyme that occurs in gastric juice; causes milk to coagulate","","rennin,chymosin"
"oil of wintergreen",107743536,,"noun.food",13,"n","wintergreen oil#1(wintergreen_oil%1:13:00::),oil of wintergreen#1(oil_of_wintergreen%1:13:00::)","oil or flavoring obtained from the creeping wintergreen or teaberry plant","","wintergreen oil,oil of wintergreen",1,16,"substance meronym",114879611,"noun.substance",27,"n","birch oil#1(birch_oil%1:27:00::),sweet-birch oil#1(sweet-birch_oil%1:27:00::),methyl salicylate#1(methyl_salicylate%1:27:00::)","a liquid ester with a strong odor of wintergreen; applied externally for minor muscle and joint pain","","birch oil,sweet-birch oil,methyl salicylate"
"wintergreen oil",107743536,,"noun.food",13,"n","wintergreen oil#1(wintergreen_oil%1:13:00::),oil of wintergreen#1(oil_of_wintergreen%1:13:00::)","oil or flavoring obtained from the creeping wintergreen or teaberry plant","","wintergreen oil,oil of wintergreen",1,16,"substance meronym",114879611,"noun.substance",27,"n","birch oil#1(birch_oil%1:27:00::),sweet-birch oil#1(sweet-birch_oil%1:27:00::),methyl salicylate#1(methyl_salicylate%1:27:00::)","a liquid ester with a strong odor of wintergreen; applied externally for minor muscle and joint pain","","birch oil,sweet-birch oil,methyl salicylate"
