"LEMMA","POS","POLYSEMY_CNT"
"phylum chaetognatha","n",1
"sweep over","v",1
"technical school","n",1
"daughter-in-law","n",1
"pflp","n",1
"normothermia","n",1
"chalcedon","n",2
"down's syndrome","n",1
"bat boy","n",1
"continuant consonant","n",1
"sle","n",1
"unslaked lime","n",1
"identity matrix","n",1
"unexampled","s",1
"misdirect","v",3
"cite","v",7
"portable","s",1
"toxoid","n",1
"genus sepia","n",1
"jena","n",1
"gujerati","n",2
"family potamogetonaceae","n",1
"ustilago","n",1
"tapioca pudding","n",1
"otaheite arrowroot","n",1
"basiscopic","a",1
"crease-resistant","a",1
"eudemon","n",1
"male orchis","n",1
"intellectual property","n",1
"corn muffin","n",1
"brie","n",1
"boll weevil","n",1
"zygomatic","n",1
"samian ware","n",1
"turd","n",1
"linin","n",1
"nathan bailey","n",1
"medical instrument","n",1
"capital of israel","n",1
"eschatological","a",1
"lock ring","n",1
"prehistorical","s",1
"uninvitedly","r",1
"blood-filled","s",1
"crossbreed","v",1
"throw in the towel","v",1
"strange","a",2
"heterotrophic","a",1
"switch off","v",1
"proper","a",1
"iop","n",1
"tryptophane","n",1
"clown around","v",1
"latimeridae","n",1
"gilbert charles stuart","n",1
"unsubmissive","a",1
"pea pod","n",1
"eastern orthodox","n",1
"athrotaxis selaginoides","n",1
"concentre","v",1
"w. h. hudson","n",1
"metabolic acidosis","n",1
"genus gambelia","n",1
"douglas elton fairbanks","n",1
"bombacaceae","n",1
"sneeze","n",1
"dasypus","n",1
"next of kin","n",1
"withholding tax","n",1
"dishwashing","n",1
"conditioned reflex","n",1
"phenacomys","n",1
"selected","a",1
"bonxie","n",1
"loewe","n",1
"obsequiousness","n",1
"pleasant","a",1
"behind","s",1
"sedulous","s",1
"bagful","n",1
"terminable","s",1
"chew over","v",1
"anxiously","r",1
"lack","v",1
"taiwanese","a",1
"mesolithic age","n",1
"unfrock","v",1
"farsighted","a",1
"underplay","v",2
"bemisia","n",1
"lifework","n",1
"accomplishable","s",1
"black calla","n",1
"maldive islands","n",1
"tamarix","n",1
"medicine man","n",1
"boris pasternak","n",1
"genetic mutation","n",1
"muscle system","n",1
"southerner","n",1
"tastiness","n",1
"planchet","n",1
"nutlet","n",1
"whitelash","n",1
"trumpet-wood","n",1
"turps","n",1
"absurd","n",1
"old bag","n",1
"halt","s",1
"2","s",1
"emigrate","v",1
"0","s",1
"appointive","a",2
"cholelithiasis","n",1
"re-explain","v",1
"glutinosity","n",1
"ten thousand","n",1
"fine-textured","s",1
"schmidt telescope","n",1
"sarcodes sanguinea","n",1
"santiago de cuba","n",2
"yid","n",1
"flashbulb","n",1
"william wycherley","n",1
"aluminum bronze","n",1
"experimental variable","n",1
"hackle","n",1
"plaster over","v",1
"tannery","n",1
"sent","a",1
"clintonia uniflora","n",1
"embryonal carcinoma","n",1
"sand snake","n",1
"platichthys flesus","n",1
"windburned","s",1
"sid caesar","n",1
"ventral horn","n",1
"christian huygens","n",1
"battle of the little bighorn","n",1
"mackerel shad","n",1
"predestinarian","a",1
"genus pitta","n",1
"cease and desist order","n",1
"flop","v",3
"collectivisation","n",1
"antbird","n",1
"sutura internasalis","n",1
"polyatomic","a",1
"saddle stitch","n",1
"seventeenth","s",1
"lepus arcticus","n",1
"genus antidorcas","n",1
"numbat","n",1
"bench lathe","n",1
"west-central","s",1
"handicapped","s",1
"chippendale","a",1
"third class","n",2
"standardiser","n",1
"sun valley","n",1
"gallinule","n",1
"corona discharge","n",1
"glans clitoridis","n",1
"loti","n",1
"suriname river","n",1
"hula","n",1
"noncontentious","s",1
"pacific silver fir","n",1
"anemic","a",1
"congelation","n",1
"piked reverse hang","n",1
"oil pump","n",1
"argun","n",1
"percent sign","n",1
"thermogram","n",1
"sage hen","n",1
"snootiness","n",1
"footnote","v",1
"genus averrhoa","n",1
"bombyx","n",1
"upstroke","n",1
"hazelnut tree","n",1
"family esocidae","n",1
"plunge","n",2
"indian pea","n",1
"crystallisation","n",1
"dacridium laxifolius","n",1
"fluoridation","n",1
"family anomiidae","n",1
"two-leafed","s",1
"brandysnap","n",1
"blue elder","n",1
"eaton-lambert syndrome","n",1
"nucleon number","n",1
"atomic number 40","n",1
"bitter cassava","n",1
"cerebral vein","n",1
"semicolon","n",1
"diagnosing","n",1
"governing board","n",1
"lophius americanus","n",1
"cebu maguey","n",1
"kuwaiti monetary unit","n",1
"euphoriant","s",1
"synthetic substance","n",1
"luxation","n",1
"whomp","v",2
"unlikable","s",1
"only when","r",1
"bucolic","a",1
"rearwards","r",1
"slaying","n",1
"genus malopterurus","n",1
"republic of bolivia","n",1
"jesuit order","n",1
"genus andreaea","n",1
"half-and-half","n",1
"algarroba bean","n",1
"ugaritic","n",1
"swine flu","n",1
"pear blight","n",1
"duncan","n",1
"cd8 t cell","n",1
"unilateral contract","n",1
"sublingual salivary gland","n",1
"proactive","s",1
"erythrina crista-galli","n",1
"piggishness","n",1
"fraudulence","n",3
"stock photograph","n",1
"obnoxiousness","n",1
"otto jespersen","n",1
"gooney","n",1
"sayeret mat'kal","n",1
"sen","n",1
"charades","n",1
"jointed rush","n",1
"replacement cost","n",1
"brisance","n",1
"kalinin","n",1
"bergman","n",2
"sir william gilbert","n",1
"order mantophasmatodea","n",1
"raise a stink","v",1
"starless","a",1
"exceedingly","r",1
"peaceful","s",1
"ablutionary","s",1
"midmost","r",1
"alternation","n",1
"backstairs","s",1
"unfree","a",2
"hector","n",1
"indochinese peninsula","n",1
"gospel according to mark","n",1
"barouche","n",1
"administrative law","n",1
"navy blue","n",1
"aerosolised","s",1
"walter hess","n",1
"powder photography","n",1
"sacristan","n",1
"echinus esculentus","n",1
"golf player","n",1
"clothesbrush","n",1
"hard disk","n",1
"outdoor stage","n",1
"general de gaulle","n",1
"capital of peru","n",1
"beach grass","n",1
"brawler","n",1
"american federalist party","n",1
"estradiol patch","n",1
"schlock","n",1
"modernity","n",1
"court favor","v",1
"pantomime","v",1
"take hold of","v",1
"unbearable","a",1
"disadvantageously","r",1
"indelicate","a",1
"on-line","s",1
"sonar","n",1
"epsilon","n",1
"review copy","n",1
"religionist","n",1
"field-sequential color television","n",1
"richard horatio edgar wallace","n",1
"spice-scented","s",1
"english-speaking","s",1
"xcv","s",1
"bolt of lightning","n",1
"italian renaissance","n",1
"simarouba glauca","n",1
"millicurie","n",1
"licorice fern","n",1
"katherine anne porter","n",1
"doghouse","n",2
"infant death","n",1
"whippy","s",1
"track-to-track seek time","n",1
"backflowing","n",1
"dermatologic","a",1
"peptic ulceration","n",1
"smidgen","n",1
"self-assertiveness","n",1
"bulgarian monetary unit","n",1
"magnate","n",1
"loose-fitting","s",1
"invalid","a",1
"leavened","a",1
"self-annihilation","n",1
"disability","n",1
"mercury program","n",1
"vietnamese monetary unit","n",1
"archilochus","n",1
"curling","n",1
"cicada","n",1
"stations","n",1
"domesticated silkworm moth","n",1
"slipway","n",1
"gratefulness","n",1
"secret society","n",1
"dame jean iris murdoch","n",1
"protozoic","a",1
"gas company","n",1
"sumatra","n",1
"family pectinidae","n",1
"somatic cell nuclear transfer","n",1
"molt","n",1
"damosel","n",1
"chrism","n",1
"curtis","n",1
"adoptee","n",1
"affine","s",1
"dog's-tooth violet","n",1
"flybridge","n",1
"steelmaker","n",1
"autumnal","a",1
"unscientific","a",1
"shorthand","s",1
"nearby","s",1
"supposititious","s",1
"in-chief","s",1
"remorsefully","r",1
"scalelike","s",1
"sleeping pill","n",1
"mid-may","n",1
"bathyal district","n",1
"crabapple jelly","n",1
"tyrant flycatcher","n",1
"shoemaker","n",1
"trompe l'oeil","n",1
"ciconia","n",1
"sapience","n",1
"varicella","n",1
"cyclic disorder","n",1
"sitka willow","n",1
"fiducial","s",1
"excelsior","n",1
"color sergeant","n",1
"sealing","n",1
"keypad","n",1
"greenhouse emission","n",1
"red line","n",1
"duplicatable","s",1
"john quincy adams","n",1
"basketball season","n",1
"partialness","n",1
"lamium amplexicaule","n",1
"genus rana","n",1
"probation officer","n",1
"dandy","s",1
"let loose","v",2
"here and now","n",1
"christianity","n",2
"after-school","s",1
"verbalized","s",1
"munich beer","n",1
"usps","n",1
"half sole","n",1
"cease-fire","n",1
"zygnema","n",1
"diverticulosis","n",1
"capital of barbados","n",1
"barren ground caribou","n",1
"ouse","n",1
"stable gear","n",1
"descant on","v",1
"fishing boat","n",1
"hydrographical","a",1
"markweed","n",1
"lappish","n",1
"strawberry shrub","n",1
"purse seine","n",1
"peter's pence","n",1
"check-in","n",1
"printed circuit","n",1
"grand lama","n",1
"genus corokia","n",1
"infrared spectrum","n",1
"middle west","n",1
"dynamics","n",1
"traffic signal","n",1
"flimflam","n",1
"scabies","n",1
"conducive","s",1
"renewing","s",1
"george dewey","n",1
"little brown myotis","n",1
"yardbird parker","n",1
"phalacrocoracidae","n",1
"spiritual domain","n",1
"residence hall","n",1
"scotchman","n",1
"microcosmic salt","n",1
"roach clip","n",1
"incisura","n",1
"genus fabiana","n",1
"parking space","n",1
"sunday school","n",1
"caudated","a",1
"cliff diving","n",1
"fruit grower","n",1
"lobster butter","n",1
"american dwarf birch","n",1
"scorpioid cyme","n",1
"horst","n",1
"scandinavian nation","n",1
"geiger tube","n",1
"nocent","s",1
"red angel's trumpet","n",1
"turdus greyi","n",1
"prima","n",1
"hydromys","n",1
"synoptical","s",1
"necrotic","a",1
"waking","s",1
"pigeonhole","n",2
"genus sarda","n",1
"africanized bee","n",1
"spirillum minus","n",1
"propositus","n",1
"east sea","n",1
"bromic","a",1
"evergreen cherry","n",1
"pelecaniform seabird","n",1
"sick person","n",1
"gum sangapenum","n",1
"vespertilionid","n",1
"momism","n",1
"terminable interest","n",1
"john huston","n",1
"gas tank","n",1
"exchangeability","n",1
"leycesteria formosa","n",1
"pistachio tree","n",1
"giggle","n",1
"repetitiveness","n",1
"kendrew","n",1
"space shuttle","n",1
"dinoceras","n",1
"mps","n",1
"artfulness","n",1
"formica rufa","n",1
"zygotene","n",1
"shawl","n",1
"benign tumor","n",1
"nonpartisan","a",1
"alpha-adrenergic blocking agent","n",1
"exuviae","n",1
"gameness","n",1
"camphoric","a",1
"go all out","v",1
"accreditation","n",1
"adoptable","a",1
"anacardium","n",1
"raffia taedigera","n",1
"centrolobium","n",1
"caveman","n",1
"omelette","n",1
"greenish blue","n",1
"extradural","a",1
"mandeanism","n",1
"hydrangea petiolaris","n",1
"brim over","v",1
"family allioniaceae","n",1
"vacuum aspiration","n",1
"sakartvelo","n",1
"sheep dip","n",1
"pteris multifida","n",1
"miaow","n",1
"character-at-a-time printer","n",1
"rara avis","n",1
"genus micrurus","n",1
"fuddle","n",1
"ditty bag","n",1
"clethra","n",1
"spelt","n",1
"nehru","n",1
"briefs","n",1
"destructible","a",1
"soulful","s",1
"winless","s",1
"path of least resistance","n",1
"weightlessness","n",1
"unbridgeable","a",1
"oligoporus leucospongia","n",1
"bermuda shorts","n",1
"chimwini","n",1
"xylol","n",1
"scale factor","n",1
"prussian asparagus","n",1
"marattiaceae","n",1
"homeland security","n",1
"cuterebridae","n",1
"holiday","v",1
"steven weinberg","n",1
"cyclooxygenase","n",1
"associative aphasia","n",1
"pitt the younger","n",1
"nicholas i","n",1
"cape flattery","n",1
"baseball glove","n",1
"codification","n",2
"carvel-built","a",1
"greyness","n",1
"zoroastrian","n",1
"sciolism","n",1
"all-devouring","s",1
"pop fly","n",1
"schizophragma","n",1
"reactive","s",1
"boob tube","n",1
"quotable","a",1
"mazed","s",1
"totalistic","a",1
"leporid mammal","n",1
"bandy-legged","s",1
"menachem begin","n",1
"cetus","n",1
"nintoo","n",1
"facial nerve","n",1
"clenched fist","n",1
"african hemp","n",2
"shoulder holster","n",1
"hatrack","n",1
"growth rate","n",1
"slow time scale","n",1
"pitcher-shaped","s",1
"white fungus","n",1
"collembolan","n",1
"antigone","n",1
"cynoscion","n",1
"cape dagga","n",1
"eye","v",1
"clamminess","n",1
"domestic violence","n",1
"dinornis","n",1
"cedarn","s",1
"ak","n",1
"prototypal","s",1
"reminiscent","s",1
"melodic phrase","n",1
"permanent","a",1
"pentatonic scale","n",1
"rich person","n",1
"skullduggery","n",1
"anglo-saxon deity","n",1
"genus pygopus","n",1
"grevillea","n",1
"magic number","n",1
"class pelecypoda","n",1
"trust corporation","n",1
"faille","n",1
"baking soda","n",1
"nasal concha","n",1
"steamship company","n",1
"brachydactylic","s",1
"fedelline","n",1
"keller","n",1
"above-named","s",1
"genus irena","n",1
"specialiser","n",1
"blazon","n",1
"pluvianus","n",1
"genus borassus","n",1
"gallbladder","n",1
"samba","v",1
"introduction","n",7
"vagueness","n",2
"maya","n",3
"surpass","v",4
"remount","v",3
"dominant","a",2
"caveat","n",2
"interpose","v",4
"follow","v",24
"nonslip","s",1
"some","r",1
"poison","v",5
"redundant","s",2
"dilettantish","s",1
"old money","n",1
"gargantuan","s",1
"nutritious","s",1
"diplomatical","a",1
"diddle","v",2
"metalworking","n",1
"whale","n",2
"grease monkey","n",1
"cocopa","n",2
"genus nimravus","n",1
"spiderflower","n",1
"migrator","n",2
"haslet","n",1
"potash alum","n",1
"touched","a",2
"odysseus","n",1
"heckle","v",2
"genus rhodosphaera","n",1
"useableness","n",1
"work party","n",1
"afrasian language","n",1
"hindu kush","n",1
"bulb","n",6
"shortness","n",6
"boltzmann","n",1
"tickling","n",1
"blue-green","s",1
"strand wolf","n",1
"franchise","n",3
"needlepoint","n",2
"reverberation","n",2
"faint","s",6
"townsfolk","n",1
"scent","v",3
"lube","v",1
"pass","v",25
"point","v",14
"coagulate","s",1
"upstate","r",1
"accord","n",4
"plunder","v",4
"raunchy","s",3
"verbatim","s",1
"grow","v",10
"sleep together","v",1
"arrange","v",7
"scotch","s",1
"morosely","r",1
"court","n",11
"electromagnetic spectrum","n",1
"gadaba","n",2
"host","n",10
"rangeland","n",1
"snowy","s",3
"black beech","n",1
"barnacle","n",2
"pharmaceutical","a",2
"self-criticism","n",1
"catechist","n",1
"capital of south dakota","n",1
"monocotyledones","n",1
"morality","n",2
"heart attack","n",1
"agency","n",5
"diodon holocanthus","n",1
"mt. ararat","n",1
"color vision","n",1
"genus arabis","n",1
"minor-league club","n",1
"winglike","s",1
"hippopotamidae","n",1
"referent","n",3
"somesthesis","n",1
"musd","n",1
"genus limnodromus","n",1
"unmated","a",1
"reed pipe","n",1
"klebsiella","n",1
"thunderhead","n",1
"pacific tripletail","n",1
"sertularian","n",1
"salix candida","n",1
"zen","n",3
"chenopodiales","n",1
"plaster","n",5
"hard lead","n",2
"counterstrike","v",1
"move","n",5
"osteal","a",2
"masculinize","v",2
"prenominal","a",1
"positively","r",2
"charge","n",15
"pet","s",1
"writing","n",5
"compensable","s",1
"countrified","s",1
"gibbose","s",1
"hubel","n",1
"assign","v",8
"premier","n",2
"intersectant","s",1
"cohort","n",3
"henry moore","n",1
"effectivity","n",1
"white madder","n",1
"salaciously","r",1
"thinkable","a",1
"recipient","n",2
"obscureness","n",3
"humpback","n",3
"hemerobiidae","n",1
"carlovingian dynasty","n",1
"hydrogen bond","n",1
"division chrysophyta","n",1
"tuscarora","n",2
"judge advocate","n",2
"synchronising","n",1
"thomas more","n",1
"mount cook lily","n",1
"rocket launching","n",1
"eacles","n",1
"succinctness","n",1
"generalship","n",2
"body waste","n",1
"suicide mission","n",1
"public treasury","n",1
"dry-eyed","a",1
"soma","n",3
"garden","s",1
"operate","v",6
"license","v",1
"start","n",8
"pick","n",9
".38 calibre","a",1
"deepen","v",4
"inject","v",6
"clamant","s",2
"raptus","n",2
"believe","v",5
"kill","v",14
"ascendent","n",2
"knight","v",1
"prodigious","s",3
"opposite","s",5
"constitutional","n",1
"acupressure","n",1
"monophysitic","a",1
"shire town","n",1
"rosacea","n",1
"cap opener","n",1
"hungarian monetary unit","n",1
"tax advantage","n",1
"anthrax pneumonia","n",1
"lanternfish","n",1
"imbiber","n",1
"coordinate clause","n",1
"genus ormosia","n",1
"preterition","n",1
"acerbity","n",3
"mergus albellus","n",1
"handwork","n",1
"ashtray","n",1
"confederate rose","n",1
"lumberjack","n",2
"family rhincodontidae","n",1
"largish","s",1
"calender","n",1
"provo","n",1
"genus thalassoma","n",1
"foster care","n",1
"mightiness","n",1
"estivation","n",2
"fullback","n",2
"healthcare","n",1
"crumb","v",3
"summons","v",1
"prolapse","n",1
"ballup","n",1
"superannuate","v",4
"yesteryear","n",1
"shoot","v",20
"incomplete","a",1
"integrated","a",2
"plunge","v",8
"reliable","s",2
"waif","n",1
"drop-off","n",3
"bewilder","v",2
"brandmark","v",1
"begin","v",10
"stipendiary","s",2
"bombastic","s",1
"barometric","a",1
"genus liomys","n",1
"blake","n",1
"sparking plug","n",1
"bilberry","n",3
