"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"red pepper",107753141,,"noun.food",13,"n","red pepper#1(red_pepper%1:13:00::),cayenne#2(cayenne%1:13:00::),cayenne pepper#2(cayenne_pepper%1:13:00::)","ground pods and seeds of pungent red peppers of the genus Capsicum","","red pepper,cayenne,cayenne pepper",1,15,"substance holonym",112836467,"noun.plant",20,"n","chili pepper#1(chili_pepper%1:20:00::),chilli pepper#1(chilli_pepper%1:20:00::),cayenne#1(cayenne%1:20:00::),cayenne pepper#1(cayenne_pepper%1:20:00::),Capsicum annuum longum#1(capsicum_annuum_longum%1:20:00::),jalapeno#1(jalapeno%1:20:00::),long pepper#2(long_pepper%1:20:01::)","plant bearing very hot and finely tapering long peppers; usually red","","chili pepper,chilli pepper,cayenne,cayenne pepper,Capsicum annuum longum,jalapeno,long pepper"
"kino gum",112501323,,"noun.plant",20,"n","East India kino#1(east_india_kino%1:20:00::),Malabar kino#1(malabar_kino%1:20:00::),kino gum#2(kino_gum%1:20:00::)","reddish or black juice or resin from certain trees of the genus Pterocarpus and used in medicine and tanning etc","","East India kino,Malabar kino,kino gum",2,15,"substance holonym",112501123,"noun.plant",20,"n","Pterocarpus marsupium#1(pterocarpus_marsupium%1:20:00::),kino#2(kino%1:20:01::)","East Indian tree yielding a resin or extract often used medicinally and in e.g. tanning","","Pterocarpus marsupium,kino"
"silicon oxide",114967298,,"noun.substance",27,"n","silica#1(silica%1:27:00::),silicon oxide#1(silicon_oxide%1:27:00::),silicon dioxide#1(silicon_dioxide%1:27:00::)","a white or colorless vitreous insoluble solid (SiO2); various forms occur widely in the earth's crust as quartz or cristobalite or tridymite or lechatelierite","","silica,silicon oxide,silicon dioxide",1,15,"substance holonym",114808801,"noun.substance",27,"n","quartz#1(quartz%1:27:01::),lechatelierite#1(lechatelierite%1:27:00::),vitreous silica#1(vitreous_silica%1:27:00::),quartz glass#1(quartz_glass%1:27:00::),crystal#4(crystal%1:27:01::)","colorless glass made of almost pure silica","","quartz,lechatelierite,vitreous silica,quartz glass,crystal"
"uranium",114597105,,"noun.substance",27,"n","atomic number 92#1(atomic_number_92%1:27:00::),uranium#1(uranium%1:27:00::),U#2(u%1:27:00::)","a heavy toxic silvery-white radioactive metallic element; occurs in many isotopes; used for nuclear fuels and nuclear weapons","","atomic number 92,uranium,U",1,15,"substance holonym",115009659,"noun.substance",27,"n","uraninite#1(uraninite%1:27:00::),pitchblende#1(pitchblende%1:27:00::)","a mineral consisting of uranium oxide and trace amounts of radium and thorium and polonium and lead and helium; uraninite in massive form is called pitchblende which is the chief uranium ore","","uraninite,pitchblende"
"atomic number 4",114567956,,"noun.substance",27,"n","atomic number 4#1(atomic_number_4%1:27:00::),glucinium#1(glucinium%1:27:00::),beryllium#1(beryllium%1:27:00::),Be#1(be%1:27:00::)","a light strong brittle grey toxic bivalent metallic element","","atomic number 4,glucinium,beryllium,Be",1,15,"substance holonym",114612194,"noun.substance",27,"n","ytterbite#1(ytterbite%1:27:00::),gadolinite#1(gadolinite%1:27:00::)","a mineral that is a source of rare earths; consists of silicates of iron and beryllium and cerium and yttrium and erbium","","ytterbite,gadolinite"
"chicle gum",114829609,,"noun.substance",27,"n","chicle gum#1(chicle_gum%1:27:00::),chicle#1(chicle%1:27:00::)","gum-like substance from the sapodilla","","chicle gum,chicle",1,15,"substance holonym",107530216,"noun.food",13,"n","gum#1(gum%1:13:00::),chewing gum#1(chewing_gum%1:13:00::)","a preparation (usually made of sweetened chicle) for chewing","","gum,chewing gum"
"atomic number 62",114590258,,"noun.substance",27,"n","atomic number 62#1(atomic_number_62%1:27:00::),samarium#1(samarium%1:27:00::),Sm#1(sm%1:27:00::)","a grey lustrous metallic element of the rare earth group; is used in special alloys; occurs in monazite and bastnasite","","atomic number 62,samarium,Sm",1,15,"substance holonym",114604709,"noun.substance",27,"n","bastnasite#1(bastnasite%1:27:00::),bastnaesite#1(bastnaesite%1:27:00::)","a yellow-to-brown mineral that is a source of rare earth elements","","bastnasite,bastnaesite"
"menthol",114877564,,"noun.substance",27,"n","menthol#1(menthol%1:27:00::)","a crystalline compound that has the cool and minty taste and odor that occurs naturally in peppermint oil; used as a flavoring and in medicine to relieve itching, pain, and nasal congestion","","menthol",1,15,"substance holonym",107743120,"noun.food",13,"n","peppermint oil#1(peppermint_oil%1:13:00::)","oil from the peppermint plant used as flavoring","","peppermint oil"
"granadilla wood",111684448,,"noun.plant",20,"n","cocoswood#1(cocoswood%1:20:00::),cocuswood#1(cocuswood%1:20:00::),granadilla wood#2(granadilla_wood%1:20:01::)","wood of the granadilla tree used for making musical instruments especially clarinets","","cocoswood,cocuswood,granadilla wood",2,15,"substance holonym",111684287,"noun.plant",20,"n","Brya ebenus#1(brya_ebenus%1:20:00::),granadillo#1(granadillo%1:20:01::),granadilla tree#1(granadilla_tree%1:20:00::)","West Indian tree yielding a fine grade of green ebony","","Brya ebenus,granadillo,granadilla tree"
"cocuswood",111684448,,"noun.plant",20,"n","cocoswood#1(cocoswood%1:20:00::),cocuswood#1(cocuswood%1:20:00::),granadilla wood#2(granadilla_wood%1:20:01::)","wood of the granadilla tree used for making musical instruments especially clarinets","","cocoswood,cocuswood,granadilla wood",1,15,"substance holonym",111684287,"noun.plant",20,"n","Brya ebenus#1(brya_ebenus%1:20:00::),granadillo#1(granadillo%1:20:01::),granadilla tree#1(granadilla_tree%1:20:00::)","West Indian tree yielding a fine grade of green ebony","","Brya ebenus,granadillo,granadilla tree"
"sabicu",111698515,,"noun.plant",20,"n","sabicu wood#1(sabicu_wood%1:20:00::),sabicu#1(sabicu%1:20:02::)","the wood of the sabicu which resembles mahogany","","sabicu wood,sabicu",1,15,"substance holonym",111698317,"noun.plant",20,"n","Lysiloma sabicu#1(lysiloma_sabicu%1:20:00::),sabicu#2(sabicu%1:20:01::)","West Indian tree yielding a hard dark brown wood resembling mahogany in texture and value","","Lysiloma sabicu,sabicu"
"au",114575460,,"noun.substance",27,"n","atomic number 79#1(atomic_number_79%1:27:00::),Au#1(au%1:27:00::),gold#3(gold%1:27:00::)","a soft yellow malleable ductile (trivalent and univalent) metallic element; occurs mainly as nuggets in rocks and alluvial deposits; does not react with most chemicals but is attacked by chlorine and aqua regia","","atomic number 79,Au,gold",1,15,"substance holonym",114991383,"noun.substance",27,"n","sylvanite#1(sylvanite%1:27:00::),graphic tellurium#1(graphic_tellurium%1:27:00::)","a silver-white mineral consisting of silver gold telluride; a source of gold in Australia and America","","sylvanite,graphic tellurium"
"u",114597105,,"noun.substance",27,"n","atomic number 92#1(atomic_number_92%1:27:00::),uranium#1(uranium%1:27:00::),U#2(u%1:27:00::)","a heavy toxic silvery-white radioactive metallic element; occurs in many isotopes; used for nuclear fuels and nuclear weapons","","atomic number 92,uranium,U",2,15,"substance holonym",115009659,"noun.substance",27,"n","uraninite#1(uraninite%1:27:00::),pitchblende#1(pitchblende%1:27:00::)","a mineral consisting of uranium oxide and trace amounts of radium and thorium and polonium and lead and helium; uraninite in massive form is called pitchblende which is the chief uranium ore","","uraninite,pitchblende"
"naphthalene",114885510,,"noun.substance",27,"n","naphthalene#1(naphthalene%1:27:00::)","a white crystalline strong-smelling hydrocarbon made from coal tar or petroleum and used in organic synthesis and as a fumigant in mothballs","","naphthalene",1,15,"substance holonym",103747197,"noun.artifact",6,"n","mothball#1(mothball%1:06:00::),camphor ball#1(camphor_ball%1:06:00::)","a small sphere of camphor or naphthalene used to keep moths away from stored clothing","","mothball,camphor ball"
"atomic number 3",114580454,,"noun.substance",27,"n","atomic number 3#1(atomic_number_3%1:27:00::),Li#1(li%1:27:00::),lithium#1(lithium%1:27:00::)","a soft silver-white univalent element of the alkali metal group; the lightest metal known; occurs in several minerals","","atomic number 3,Li,lithium",1,15,"substance holonym",114602267,"noun.substance",27,"n","amblygonite#1(amblygonite%1:27:00::)","a white or grey mineral consisting of lithium aluminum phosphate; a source of lithium","","amblygonite"
"protein",114664526,23,"noun.substance",27,"n","protein#1(protein%1:27:00::)","any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk and legumes","a diet high in protein","protein",1,15,"substance holonym",107771427,"noun.food",13,"n","eggs#1(eggs%1:13:00::),egg#2(egg%1:13:00::)","oval reproductive body of a fowl (especially a hen) used as food","","eggs,egg"
"silica",114967298,,"noun.substance",27,"n","silica#1(silica%1:27:00::),silicon oxide#1(silicon_oxide%1:27:00::),silicon dioxide#1(silicon_dioxide%1:27:00::)","a white or colorless vitreous insoluble solid (SiO2); various forms occur widely in the earth's crust as quartz or cristobalite or tridymite or lechatelierite","","silica,silicon oxide,silicon dioxide",1,15,"substance holonym",114609518,"noun.substance",27,"n","cristobalite#1(cristobalite%1:27:00::)","a white mineral consisting of silica; found in volcanic rocks","","cristobalite"
"cocoa",107685712,,"noun.food",13,"n","cocoa#2(cocoa%1:13:01::)","powder of ground roasted cacao beans with most of the fat removed","","cocoa",2,15,"substance holonym",107853659,"noun.food",13,"n","chocolate#1(chocolate%1:13:02::),hot chocolate#1(hot_chocolate%1:13:00::),drinking chocolate#1(drinking_chocolate%1:13:00::),cocoa#1(cocoa%1:13:02::)","a beverage made from cocoa powder and milk and sugar; usually drunk hot","","chocolate,hot chocolate,drinking chocolate,cocoa"
"escargot",107713098,,"noun.food",13,"n","escargot#1(escargot%1:13:00::),snail#2(snail%1:13:00::)","edible terrestrial snail usually served in the shell with a sauce of melted butter and garlic","","escargot,snail",1,15,"substance holonym",101947557,"noun.animal",5,"n","Helix pomatia#1(helix_pomatia%1:05:00::),edible snail#1(edible_snail%1:05:00::)","one of the chief edible snails","","Helix pomatia,edible snail"
"sparkling water",107867443,,"noun.food",13,"n","carbonated water#1(carbonated_water%1:13:00::),club soda#1(club_soda%1:13:00::),sparkling water#1(sparkling_water%1:13:00::),soda water#1(soda_water%1:13:00::),seltzer#2(seltzer%1:13:02::)","effervescent beverage artificially charged with carbon dioxide","","carbonated water,club soda,sparkling water,soda water,seltzer",1,15,"substance holonym",107858407,"noun.food",13,"n","soda pop#1(soda_pop%1:13:00::),soda#2(soda%1:13:00::),tonic#2(tonic%1:13:01::),soda water#2(soda_water%1:13:02::),pop#2(pop%1:13:00::)","a sweet drink containing carbonated water and flavoring","in New England they call sodas tonics","soda pop,soda,tonic,soda water,pop"
"bromine",114568790,,"noun.substance",27,"n","atomic number 35#1(atomic_number_35%1:27:00::),bromine#1(bromine%1:27:00::),Br#1(br%1:27:00::)","a nonmetallic heavy volatile corrosive dark brown liquid element belonging to the halogens; found in sea water","","atomic number 35,bromine,Br",1,15,"substance holonym",114935470,"noun.substance",27,"n","brine#1(brine%1:27:00::),seawater#1(seawater%1:27:00::),saltwater#1(saltwater%1:27:00::)","water containing salts","the water in the ocean is all saltwater","brine,seawater,saltwater"
"atomic number 12",114580910,,"noun.substance",27,"n","atomic number 12#1(atomic_number_12%1:27:00::),magnesium#1(magnesium%1:27:00::),Mg#2(mg%1:27:00::)","a light silver-white ductile bivalent metallic element; in pure form it burns with brilliant white flame; occurs naturally only in combination (as in magnesite and dolomite and carnallite and spinel and olivine)","","atomic number 12,magnesium,Mg",1,15,"substance holonym",114976807,"noun.substance",27,"n","spinel#1(spinel%1:27:00::)","a hard glassy mineral consisting of an oxide of magnesium and aluminum; occurs in various colors that are used as gemstones","","spinel"
"atomic number 28",114583271,,"noun.substance",27,"n","atomic number 28#1(atomic_number_28%1:27:00::),nickel#1(nickel%1:27:00::),Ni#1(ni%1:27:00::)","a hard malleable ductile silvery metallic element that is resistant to corrosion; used in alloys; occurs in pentlandite and smaltite and garnierite and millerite","","atomic number 28,nickel,Ni",1,15,"substance holonym",114626297,"noun.substance",27,"n","pentlandite#1(pentlandite%1:27:00::)","a mineral (iron and nickel sulphide) that is the chief ore of nickel","","pentlandite"
"eiderdown",101899589,,"noun.animal",5,"n","eiderdown#2(eiderdown%1:05:00::)","down of the eider duck","","eiderdown",2,15,"substance holonym",103250630,"noun.artifact",6,"n","continental quilt#1(continental_quilt%1:06:00::),eiderdown#1(eiderdown%1:06:00::),duvet#1(duvet%1:06:00::)","a soft quilt usually filled with the down of the eider","","continental quilt,eiderdown,duvet"
"atomic number 82",114580128,,"noun.substance",27,"n","atomic number 82#1(atomic_number_82%1:27:00::),Pb#1(pb%1:27:00::),lead#2(lead%1:27:00::)","a soft heavy toxic malleable metallic element; bluish white when freshly cut but tarnishes readily to dull grey","the children were playing with lead soldiers","atomic number 82,Pb,lead",1,15,"substance holonym",114606822,"noun.substance",27,"n","white lead ore#1(white_lead_ore%1:27:00::),cerussite#1(cerussite%1:27:00::)","a mineral consisting of lead carbonate that is an important source of lead","","white lead ore,cerussite"
"calcium",114569309,3,"noun.substance",27,"n","atomic number 20#1(atomic_number_20%1:27:00::),Ca#1(ca%1:27:00::),calcium#1(calcium%1:27:00::)","a white metallic element that burns with a brilliant light; the fifth most abundant element in the earth's crust; an important component of most plants and animals","","atomic number 20,Ca,calcium",1,15,"substance holonym",114720982,"noun.substance",27,"n","calcined lime#1(calcined_lime%1:27:00::),calcium oxide#1(calcium_oxide%1:27:00::),calx#1(calx%1:27:00::),unslaked lime#1(unslaked_lime%1:27:00::),fluxing lime#1(fluxing_lime%1:27:00::),burnt lime#1(burnt_lime%1:27:00::),quicklime#1(quicklime%1:27:00::),lime#2(lime%1:27:01::)","a white crystalline oxide used in the production of calcium hydroxide","","calcined lime,calcium oxide,calx,unslaked lime,fluxing lime,burnt lime,quicklime,lime"
"atomic number 35",114568790,,"noun.substance",27,"n","atomic number 35#1(atomic_number_35%1:27:00::),bromine#1(bromine%1:27:00::),Br#1(br%1:27:00::)","a nonmetallic heavy volatile corrosive dark brown liquid element belonging to the halogens; found in sea water","","atomic number 35,bromine,Br",1,15,"substance holonym",114935470,"noun.substance",27,"n","brine#1(brine%1:27:00::),seawater#1(seawater%1:27:00::),saltwater#1(saltwater%1:27:00::)","water containing salts","the water in the ocean is all saltwater","brine,seawater,saltwater"
"petrol",114623538,,"noun.substance",27,"n","gasolene#1(gasolene%1:27:00::),petrol#1(petrol%1:27:00::),gasoline#1(gasoline%1:27:00::),gas#3(gas%1:27:02::)","a volatile flammable mixture of hydrocarbons (hexane and heptane and octane etc.) derived from petroleum; used mainly as a fuel in internal-combustion engines","","gasolene,petrol,gasoline,gas",1,15,"substance holonym",114623348,"noun.substance",27,"n","gasohol#1(gasohol%1:27:00::)","a gasoline substitute consisting of 90% gasoline and 10% grain alcohol from corn","","gasohol"
"methane",114878399,,"noun.substance",27,"n","methane#1(methane%1:27:00::)","a colorless odorless gas used as a fuel","","methane",1,15,"substance holonym",114887036,"noun.substance",27,"n","natural gas#1(natural_gas%1:27:00::),gas#6(gas%1:27:03::)","a fossil fuel in the gaseous state; used for cooking and heating homes","","natural gas,gas"
"thulium",114595208,,"noun.substance",27,"n","atomic number 69#1(atomic_number_69%1:27:00::),thulium#1(thulium%1:27:00::),Tm#1(tm%1:27:00::)","a soft silvery metallic element of the rare earth group; isotope 170 emits X-rays and is used in small portable X-ray machines; it occurs in monazite and apatite and xenotime","","atomic number 69,thulium,Tm",1,15,"substance holonym",114619267,"noun.substance",27,"n","monazite#1(monazite%1:27:00::)","a reddish-brown mineral containing rare earth metals; an important source of thorium and cerium","","monazite"
"ergosterol",114985092,,"noun.substance",27,"n","ergosterol#1(ergosterol%1:27:00::)","a plant sterol that is converted into vitamin D by ultraviolet radiation","","ergosterol",1,15,"substance holonym",115017341,"noun.substance",27,"n","calciferol#1(calciferol%1:27:00::),cholecalciferol#1(cholecalciferol%1:27:00::),vitamin D#1(vitamin_d%1:27:00::),ergocalciferol#1(ergocalciferol%1:27:00::),viosterol#1(viosterol%1:27:00::),D#1(d%1:27:00::)","a fat-soluble vitamin that prevents rickets","","calciferol,cholecalciferol,vitamin D,ergocalciferol,viosterol,D"
"pig iron",114910348,,"noun.substance",27,"n","pig iron#1(pig_iron%1:27:00::)","crude iron tapped from a blast furnace","","pig iron",1,15,"substance holonym",114733027,"noun.substance",27,"n","wrought iron#1(wrought_iron%1:27:00::)","iron having a low carbon content that is tough and malleable and so can be forged and welded","","wrought iron"
"cayenne pepper",107753141,,"noun.food",13,"n","red pepper#1(red_pepper%1:13:00::),cayenne#2(cayenne%1:13:00::),cayenne pepper#2(cayenne_pepper%1:13:00::)","ground pods and seeds of pungent red peppers of the genus Capsicum","","red pepper,cayenne,cayenne pepper",2,15,"substance holonym",112836467,"noun.plant",20,"n","chili pepper#1(chili_pepper%1:20:00::),chilli pepper#1(chilli_pepper%1:20:00::),cayenne#1(cayenne%1:20:00::),cayenne pepper#1(cayenne_pepper%1:20:00::),Capsicum annuum longum#1(capsicum_annuum_longum%1:20:00::),jalapeno#1(jalapeno%1:20:00::),long pepper#2(long_pepper%1:20:01::)","plant bearing very hot and finely tapering long peppers; usually red","","chili pepper,chilli pepper,cayenne,cayenne pepper,Capsicum annuum longum,jalapeno,long pepper"
"menhaden oil",114877299,,"noun.substance",27,"n","menhaden oil#1(menhaden_oil%1:27:00::)","a fatty oil obtained from the menhaden fish and used in paint and ink and in treating leather","","menhaden oil",1,15,"substance holonym",102534568,"noun.animal",5,"n","menhaden#1(menhaden%1:05:00::),Brevoortia tyrannis#1(brevoortia_tyrannis%1:05:00::)","shad-like North American marine fishes used for fish meal and oil and fertilizer","","menhaden,Brevoortia tyrannis"
"balsam of peru",112487088,,"noun.plant",20,"n","balsam of Peru#1(balsam_of_peru%1:20:00::)","dark brown syrupy balsam from the Peruvian balsam tree used especially in dressing wounds and treating certain skin diseases","","balsam of Peru",1,15,"substance holonym",112486668,"noun.plant",20,"n","Peruvian balsam#1(peruvian_balsam%1:20:00::),Myroxylon pereirae#1(myroxylon_pereirae%1:20:00::),Myroxylon balsamum pereirae#1(myroxylon_balsamum_pereirae%1:20:00::)","tree of South and Central America yielding an aromatic balsam","","Peruvian balsam,Myroxylon pereirae,Myroxylon balsamum pereirae"
